slug,truth,frac,yes_mid
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.631578947368421,0.305
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.6842105263157894,0.3233333333333333
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.7368421052631579,0.32499999999999996
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.7894736842105263,0.32
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.8421052631578947,0.32
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.894736842105263,0.31833333333333336
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,0.9473684210526315,0.3166666666666667
katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,1.0,0.31333333333333335
will-bitcoin-reach-125k-in-july-846-114,0.0,0.0,0.24
will-bitcoin-reach-125k-in-july-846-114,0.0,0.05263157894736842,0.26166666666666666
will-bitcoin-reach-125k-in-july-846-114,0.0,0.10526315789473684,0.26666666666666666
will-bitcoin-reach-125k-in-july-846-114,0.0,0.15789473684210525,0.2733333333333334
will-bitcoin-reach-125k-in-july-846-114,0.0,0.21052631578947367,0.275
will-bitcoin-reach-125k-in-july-846-114,0.0,0.2631578947368421,0.2733333333333333
will-bitcoin-reach-125k-in-july-846-114,0.0,0.3157894736842105,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.3684210526315789,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.42105263157894735,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.47368421052631576,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.5263157894736842,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.5789473684210527,0.27666666666666667
will-bitcoin-reach-125k-in-july-846-114,0.0,0.631578947368421,0.27999999999999997
will-bitcoin-reach-125k-in-july-846-114,0.0,0.6842105263157894,0.2833333333333333
will-bitcoin-reach-125k-in-july-846-114,0.0,0.7368421052631579,0.2883333333333334
will-bitcoin-reach-125k-in-july-846-114,0.0,0.7894736842105263,0.29
will-bitcoin-reach-125k-in-july-846-114,0.0,0.8421052631578947,0.29
will-bitcoin-reach-125k-in-july-846-114,0.0,0.894736842105263,0.29
will-bitcoin-reach-125k-in-july-846-114,0.0,0.9473684210526315,0.2833333333333333
will-bitcoin-reach-125k-in-july-846-114,0.0,1.0,0.2333333333333333
btc-above-100k-till-2025-end,1.0,0.0,0.5533333333333333
btc-above-100k-till-2025-end,1.0,0.05263157894736842,0.5750000000000001
btc-above-100k-till-2025-end,1.0,0.10526315789473684,0.5383333333333333
btc-above-100k-till-2025-end,1.0,0.15789473684210525,0.5666666666666667
btc-above-100k-till-2025-end,1.0,0.21052631578947367,0.5633333333333334
btc-above-100k-till-2025-end,1.0,0.2631578947368421,0.5650000000000001
btc-above-100k-till-2025-end,1.0,0.3157894736842105,0.5683333333333334
btc-above-100k-till-2025-end,1.0,0.3684210526315789,0.57
btc-above-100k-till-2025-end,1.0,0.42105263157894735,0.57
btc-above-100k-till-2025-end,1.0,0.47368421052631576,0.5433333333333333
btc-above-100k-till-2025-end,1.0,0.5263157894736842,0.5666666666666668
btc-above-100k-till-2025-end,1.0,0.5789473684210527,0.5666666666666668
btc-above-100k-till-2025-end,1.0,0.631578947368421,0.5666666666666668
btc-above-100k-till-2025-end,1.0,0.6842105263157894,0.5666666666666668
btc-above-100k-till-2025-end,1.0,0.7368421052631579,0.5683333333333334
btc-above-100k-till-2025-end,1.0,0.7894736842105263,0.5716666666666667
btc-above-100k-till-2025-end,1.0,0.8421052631578947,0.5683333333333334
btc-above-100k-till-2025-end,1.0,0.894736842105263,0.57
btc-above-100k-till-2025-end,1.0,0.9473684210526315,0.5716666666666667
btc-above-100k-till-2025-end,1.0,1.0,0.5683333333333334
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.0,0.835
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.05263157894736842,0.86
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.10526315789473684,0.8666666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.15789473684210525,0.8566666666666666
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.21052631578947367,0.8583333333333334
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.2631578947368421,0.8233333333333333
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.3157894736842105,0.8516666666666666
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.3684210526315789,0.8583333333333333
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.42105263157894735,0.8466666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.47368421052631576,0.8466666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.5263157894736842,0.84
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.5789473684210527,0.84
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.631578947368421,0.8383333333333334
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.6842105263157894,0.8366666666666666
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.7368421052631579,0.8316666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.7894736842105263,0.8300000000000001
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.8421052631578947,0.8316666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.894736842105263,0.8316666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,0.9473684210526315,0.8316666666666667
will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,1.0,0.8316666666666667
nfl-kc-nyg-2025-09-21,1.0,0.0,0.725
nfl-kc-nyg-2025-09-21,1.0,0.05263157894736842,0.735
nfl-kc-nyg-2025-09-21,1.0,0.10526315789473684,0.7383333333333333
nfl-kc-nyg-2025-09-21,1.0,0.15789473684210525,0.7399999999999999
nfl-kc-nyg-2025-09-21,1.0,0.21052631578947367,0.7266666666666667
nfl-kc-nyg-2025-09-21,1.0,0.2631578947368421,0.7316666666666668
nfl-kc-nyg-2025-09-21,1.0,0.3157894736842105,0.7466666666666667
nfl-kc-nyg-2025-09-21,1.0,0.3684210526315789,0.73
nfl-kc-nyg-2025-09-21,1.0,0.42105263157894735,0.7383333333333333
nfl-kc-nyg-2025-09-21,1.0,0.47368421052631576,0.735
nfl-kc-nyg-2025-09-21,1.0,0.5263157894736842,0.735
nfl-kc-nyg-2025-09-21,1.0,0.5789473684210527,0.7283333333333334
nfl-kc-nyg-2025-09-21,1.0,0.631578947368421,0.7283333333333334
nfl-kc-nyg-2025-09-21,1.0,0.6842105263157894,0.7283333333333334
nfl-kc-nyg-2025-09-21,1.0,0.7368421052631579,0.7333333333333334
nfl-kc-nyg-2025-09-21,1.0,0.7894736842105263,0.7316666666666668
nfl-kc-nyg-2025-09-21,1.0,0.8421052631578947,0.7316666666666666
nfl-kc-nyg-2025-09-21,1.0,0.894736842105263,0.7316666666666666
nfl-kc-nyg-2025-09-21,1.0,0.9473684210526315,0.7266666666666666
nfl-kc-nyg-2025-09-21,1.0,1.0,0.7283333333333334
nfl-bal-buf-2025-09-07,0.0,0.0,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.05263157894736842,0.5299999999999999
nfl-bal-buf-2025-09-07,0.0,0.10526315789473684,0.5383333333333334
nfl-bal-buf-2025-09-07,0.0,0.15789473684210525,0.5366666666666667
nfl-bal-buf-2025-09-07,0.0,0.21052631578947367,0.5316666666666667
nfl-bal-buf-2025-09-07,0.0,0.2631578947368421,0.5316666666666667
nfl-bal-buf-2025-09-07,0.0,0.3157894736842105,0.52
nfl-bal-buf-2025-09-07,0.0,0.3684210526315789,0.5299999999999999
nfl-bal-buf-2025-09-07,0.0,0.42105263157894735,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.47368421052631576,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.5263157894736842,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.5789473684210527,0.5183333333333333
nfl-bal-buf-2025-09-07,0.0,0.631578947368421,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.6842105263157894,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.7368421052631579,0.5266666666666667
nfl-bal-buf-2025-09-07,0.0,0.7894736842105263,0.52
nfl-bal-buf-2025-09-07,0.0,0.8421052631578947,0.5233333333333334
nfl-bal-buf-2025-09-07,0.0,0.894736842105263,0.52
nfl-bal-buf-2025-09-07,0.0,0.9473684210526315,0.5166666666666667
nfl-bal-buf-2025-09-07,0.0,1.0,0.52
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.0,0.24
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.05263157894736842,0.24333333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.10526315789473684,0.24333333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.15789473684210525,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.21052631578947367,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.2631578947368421,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.3157894736842105,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.3684210526315789,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.42105263157894735,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.47368421052631576,0.24833333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.5263157894736842,0.24333333333333332
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.5789473684210527,0.245
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.631578947368421,0.245
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.6842105263157894,0.245
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.7368421052631579,0.245
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.7894736842105263,0.245
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.8421052631578947,0.24666666666666667
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.894736842105263,0.24666666666666667
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,0.9473684210526315,0.25
lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,1.0,0.2383333333333333
